sample,test.result.1,test.result.2,test.result.3,conformity
P18.W81,y,y,a,FALSE
P18.W82,y,a,a,FALSE
P18.W83,y,a,y,FALSE
P18.W84,n,a,a,FALSE
P18.W85,y,a,a,FALSE
P18.W86,y,y,a,FALSE
P18.W87,a,a,a,TRUE
P18.W88,a,y,a,FALSE
P18.W89,a,a,a,TRUE
P18.W90,y,y,y,TRUE
P18.W91,y,a,a,FALSE
P18.W92,y,a,a,FALSE
P18.W93,a,a,a,TRUE
P18.W94,a,a,a,TRUE
P18.W95,y,a,a,FALSE
P18.W96,a,a,a,TRUE
P19.W01,y,a,y,FALSE
P19.W02,y,y,a,FALSE
P19.W03,y,a,y,FALSE
P19.W04,y,y,y,TRUE
P19.W05,y,a,y,FALSE
P19.W06,y,y,y,TRUE
P19.W07,y,y,y,TRUE
P19.W08,y,y,y,TRUE
P19.W09,y,a,y,FALSE
P19.W10,y,a,a,FALSE
P19.W11,y,y,y,TRUE
P19.W12,y,y,a,FALSE
P19.W13,y,y,y,TRUE
P19.W14,y,y,y,TRUE
P19.W15,y,y,y,TRUE
P19.W16,y,y,y,TRUE
P19.W17,a,y,y,FALSE
P19.W18,y,y,y,TRUE
P19.W19,y,y,y,TRUE
P19.W20,y,y,y,TRUE
P19.W21,y,y,y,TRUE
P19.W22,y,y,y,TRUE
P19.W23,y,y,y,TRUE
P19.W24,y,y,y,TRUE
P19.W25,y,y,y,TRUE
P19.W26,y,y,y,TRUE
P19.W27,y,y,y,TRUE
P19.W28,y,y,y,TRUE
P19.W29,y,y,y,TRUE
P19.W30,y,y,y,TRUE
P19.W31,y,y,y,TRUE
P19.W32,y,y,y,TRUE
P19.W33,y,y,y,TRUE
P19.W34,y,y,a,FALSE
P19.W35,y,y,y,TRUE
P19.W36,y,y,y,TRUE
P19.W37,y,y,y,TRUE
P19.W38,y,y,y,TRUE
P19.W39,y,y,y,TRUE
P19.W40,y,y,y,TRUE
P19.W41,y,y,y,TRUE
P19.W42,y,y,y,TRUE
P19.W43,y,y,y,TRUE
P19.W44,y,y,y,TRUE
P19.W45,y,y,y,TRUE
P19.W46,y,y,y,TRUE
P19.W47,y,y,y,TRUE
P19.W48,y,y,y,TRUE
P19.W49,y,y,y,TRUE
P19.W50,y,y,y,TRUE
P19.W51,y,y,y,TRUE
P19.W52,y,y,y,TRUE
P19.W53,y,y,y,TRUE
P19.W54,y,y,y,TRUE
P19.W55,y,y,y,TRUE
P19.W56,y,y,y,TRUE
P19.W57,y,y,y,TRUE
P19.W58,y,y,y,TRUE
P19.W59,y,y,y,TRUE
P19.W60,y,y,y,TRUE
P19.W61,y,y,y,TRUE
P19.W62,y,y,y,TRUE
P19.W63,y,y,y,TRUE
P19.W64,y,y,y,TRUE
P19.W65,y,y,y,TRUE
P19.W66,y,y,y,TRUE
P19.W67,y,y,y,TRUE
P19.W68,y,y,y,TRUE
P19.W69,y,y,y,TRUE
P19.W70,y,y,y,TRUE
P19.W71,y,a,y,FALSE
P19.W72,y,y,y,TRUE
P19.W73,y,y,y,TRUE
P19.W74,y,y,y,TRUE
P19.W75,y,y,y,TRUE
P19.W76,y,y,y,TRUE
P19.W77,y,y,y,TRUE
P19.W78,y,y,y,TRUE
P19.W79,y,y,y,TRUE
P19.W80,y,y,y,TRUE
P19.W81,y,y,y,TRUE
P19.W82,y,y,y,TRUE
P19.W83,y,y,y,TRUE
P19.W84,y,a,a,FALSE
P19.W85,y,y,y,TRUE
P19.W86,y,y,y,TRUE
P19.W87,y,y,y,TRUE
P19.W88,y,a,y,FALSE
P19.W89,y,y,y,TRUE
P19.W90,y,y,y,TRUE
P19.W91,y,y,y,TRUE
P19.W92,y,y,y,TRUE
P19.W93,y,y,y,TRUE
P19.W94,y,y,y,TRUE
P19.W95,y,y,y,TRUE
P19.W96,y,y,y,TRUE
P20.W01,y,y,y,TRUE
P20.W02,y,y,y,TRUE
P20.W03,y,y,y,TRUE
P20.W04,y,y,y,TRUE
P20.W05,y,y,y,TRUE
P20.W06,y,a,y,FALSE
P20.W07,y,y,y,TRUE
P20.W08,y,y,y,TRUE
P20.W09,y,y,y,TRUE
P20.W10,a,y,y,FALSE
P20.W11,y,y,y,TRUE
P20.W12,y,y,y,TRUE
P20.W13,y,y,y,TRUE
P20.W14,y,y,y,TRUE
P20.W15,y,y,y,TRUE
P20.W16,y,y,y,TRUE
P20.W17,a,a,y,FALSE
P20.W18,a,a,y,FALSE
P20.W19,y,y,y,TRUE
P20.W20,y,y,y,TRUE
P20.W21,y,y,y,TRUE
P20.W22,y,y,y,TRUE
P20.W23,a,y,y,FALSE
P20.W24,y,y,y,TRUE
P20.W25,y,y,y,TRUE
P20.W26,y,y,y,TRUE
P20.W27,y,y,y,TRUE
P20.W28,y,y,y,TRUE
P20.W29,y,y,y,TRUE
P20.W30,y,y,y,TRUE
P20.W31,y,y,y,TRUE
P20.W32,y,y,y,TRUE
P20.W33,y,y,y,TRUE
P20.W34,y,y,a,FALSE
P20.W35,y,y,y,TRUE
P20.W36,y,y,y,TRUE
P20.W37,y,y,y,TRUE
P20.W38,y,y,y,TRUE
P20.W39,y,y,y,TRUE
P20.W40,y,y,y,TRUE
P20.W41,y,y,y,TRUE
P20.W42,y,y,y,TRUE
P20.W43,y,y,y,TRUE
P20.W44,y,y,y,TRUE
P20.W45,y,y,y,TRUE
P20.W46,y,a,y,FALSE
P20.W47,y,y,y,TRUE
P20.W48,y,a,y,FALSE
P20.W49,y,y,y,TRUE
P20.W50,y,a,a,FALSE
P20.W52,y,y,y,TRUE
P20.W53,y,y,y,TRUE
P20.W54,y,y,a,FALSE
P20.W55,y,y,y,TRUE
P20.W56,y,y,y,TRUE
P20.W57,y,y,y,TRUE
P20.W58,y,y,y,TRUE
P20.W59,y,y,y,TRUE
P20.W60,y,y,y,TRUE
P20.W61,y,y,y,TRUE
P20.W62,y,y,a,FALSE
P20.W63,y,y,y,TRUE
P20.W64,a,y,y,FALSE
P20.W65,y,y,a,FALSE
P20.W66,y,y,y,TRUE
P20.W67,y,y,y,TRUE
P20.W68,y,y,y,TRUE
P20.W69,y,y,y,TRUE
P20.W70,y,y,y,TRUE
P20.W71,y,y,y,TRUE
P20.W72,y,y,y,TRUE
P20.W73,y,y,y,TRUE
P20.W74,y,y,y,TRUE
P20.W75,y,y,y,TRUE
P20.W76,y,y,y,TRUE
P20.W77,y,y,y,TRUE
P20.W78,y,y,y,TRUE
P20.W79,y,y,y,TRUE
P20.W80,y,y,a,FALSE
P20.W81,y,y,y,TRUE
P20.W82,y,y,a,FALSE
P20.W83,y,y,a,FALSE
P20.W84,a,a,a,TRUE
P20.W85,y,y,y,TRUE
P20.W86,y,y,y,TRUE
P20.W88,y,y,a,FALSE
P20.W89,y,y,y,TRUE
P20.W90,y,y,y,TRUE
P20.W91,y,y,y,TRUE
P20.W92,y,y,y,TRUE
P20.W93,y,y,y,TRUE
P20.W94,y,a,a,FALSE
P20.W95,y,y,y,TRUE
P20.W96,y,a,y,FALSE
P21.W01,y,y,y,TRUE
P21.W03,y,y,a,FALSE
P21.W04,a,y,y,FALSE
P21.W05,y,y,y,TRUE
P21.W06,a,a,y,FALSE
P21.W07,y,y,y,TRUE
P21.W08,y,y,y,TRUE
P21.W09,y,y,y,TRUE
P21.W10,a,a,y,FALSE
P21.W11,y,y,y,TRUE
P21.W13,y,y,y,TRUE
P21.W14,y,y,y,TRUE
P21.W15,y,y,y,TRUE
P21.W16,y,y,y,TRUE
P21.W17,a,a,a,TRUE
P21.W18,y,a,y,FALSE
P21.W19,y,y,y,TRUE
P21.W20,y,y,y,TRUE
P21.W21,y,y,y,TRUE
P21.W22,y,y,y,TRUE
P21.W23,y,y,y,TRUE
P21.W24,y,y,y,TRUE
P21.W25,y,y,y,TRUE
P21.W26,y,y,y,TRUE
P21.W27,a,y,y,FALSE
P21.W28,a,y,y,FALSE
P21.W29,y,y,y,TRUE
P21.W30,y,y,y,TRUE
P21.W31,y,y,y,TRUE
P21.W32,y,y,y,TRUE
P21.W33,y,y,y,TRUE
P21.W34,y,y,y,TRUE
P21.W35,y,y,y,TRUE
P21.W36,y,y,y,TRUE
P21.W37,y,y,y,TRUE
P21.W38,y,y,y,TRUE
P21.W39,y,y,y,TRUE
P21.W40,y,y,y,TRUE
P21.W41,y,y,y,TRUE
P21.W42,y,y,y,TRUE
P21.W43,y,y,y,TRUE
P21.W44,y,y,y,TRUE
P21.W45,y,y,y,TRUE
P21.W46,a,a,y,FALSE
P21.W47,y,y,y,TRUE
P21.W48,y,y,y,TRUE
P21.W49,y,y,y,TRUE
P21.W50,y,y,y,TRUE
P21.W51,y,y,y,TRUE
P21.W52,y,y,y,TRUE
P21.W53,y,y,y,TRUE
P21.W54,y,y,y,TRUE
P21.W55,y,y,y,TRUE
P21.W56,y,y,y,TRUE
P21.W57,y,y,y,TRUE
P21.W58,y,y,y,TRUE
P21.W59,y,y,y,TRUE
P21.W60,y,y,y,TRUE
P21.W61,y,y,y,TRUE
P21.W62,y,y,y,TRUE
P21.W63,y,y,y,TRUE
P21.W64,y,y,y,TRUE
P21.W65,y,y,y,TRUE
P21.W66,y,y,y,TRUE
P21.W67,y,y,y,TRUE
P21.W68,y,y,y,TRUE
P21.W69,y,y,y,TRUE
P21.W70,y,y,y,TRUE
P21.W71,y,y,a,FALSE
P21.W72,y,y,y,TRUE
P21.W73,y,y,y,TRUE
P21.W74,y,y,y,TRUE
P21.W76,y,y,y,TRUE
P21.W77,y,y,y,TRUE
P21.W78,y,y,y,TRUE
P21.W79,y,y,y,TRUE
P21.W80,y,y,y,TRUE
P21.W81,y,y,y,TRUE
P21.W82,y,y,y,TRUE
P21.W83,y,y,y,TRUE
P21.W84,a,a,a,TRUE
P21.W85,y,y,y,TRUE
P21.W86,y,y,y,TRUE
P21.W88,y,y,y,TRUE
P21.W89,y,y,y,TRUE
P21.W90,y,y,y,TRUE
P21.W91,y,y,y,TRUE
P21.W92,y,y,y,TRUE
P21.W93,y,y,y,TRUE
P21.W94,y,y,y,TRUE
P21.W95,y,y,y,TRUE
P21.W96,y,y,a,FALSE
P22.W01,y,y,y,TRUE
P22.W02,y,y,y,TRUE
P22.W03,y,y,a,FALSE
P22.W04,y,y,y,TRUE
P22.W05,a,a,a,TRUE
P22.W06,y,y,y,TRUE
P22.W07,y,y,y,TRUE
P22.W08,y,y,y,TRUE
P22.W09,y,y,y,TRUE
P22.W10,y,a,y,FALSE
P22.W11,y,y,y,TRUE
P22.W13,y,y,y,TRUE
P22.W14,y,y,y,TRUE
P22.W15,y,y,y,TRUE
P22.W16,y,y,y,TRUE
P22.W17,a,a,a,TRUE
P22.W18,y,a,a,FALSE
P22.W19,y,y,y,TRUE
P22.W20,y,y,y,TRUE
P22.W21,y,y,y,TRUE
P22.W22,y,y,y,TRUE
P22.W23,y,y,y,TRUE
P22.W24,y,y,y,TRUE
P22.W25,y,y,y,TRUE
P22.W26,y,y,y,TRUE
P22.W27,y,y,y,TRUE
P22.W28,y,y,y,TRUE
P22.W29,y,y,y,TRUE
P22.W30,y,y,y,TRUE
P22.W31,y,y,y,TRUE
P22.W32,y,y,y,TRUE
P22.W33,y,y,y,TRUE
P22.W34,y,y,a,FALSE
P22.W35,y,y,y,TRUE
P22.W36,y,y,y,TRUE
P22.W37,y,y,y,TRUE
P22.W38,y,a,y,FALSE
P22.W39,y,y,y,TRUE
P22.W40,y,y,y,TRUE
P22.W41,y,y,y,TRUE
P22.W42,y,y,y,TRUE
P22.W43,y,y,y,TRUE
P22.W44,y,y,y,TRUE
P22.W45,y,y,y,TRUE
P22.W46,y,y,y,TRUE
P22.W47,y,a,y,FALSE
P22.W48,y,y,y,TRUE
P22.W49,y,y,y,TRUE
P22.W50,y,y,y,TRUE
P22.W51,y,y,y,TRUE
P22.W52,y,y,y,TRUE
P22.W53,y,y,y,TRUE
P22.W54,y,y,y,TRUE
P22.W55,y,y,y,TRUE
P22.W56,y,y,y,TRUE
P22.W57,y,y,y,TRUE
P22.W58,y,y,y,TRUE
P22.W59,y,y,y,TRUE
P22.W60,y,y,y,TRUE
P22.W61,y,y,y,TRUE
P22.W62,y,y,y,TRUE
P22.W63,y,y,y,TRUE
P22.W64,y,y,y,TRUE
P22.W65,y,y,a,FALSE
P22.W66,y,y,y,TRUE
P22.W67,y,y,y,TRUE
P22.W68,y,y,y,TRUE
P22.W69,y,y,y,TRUE
P22.W70,y,y,y,TRUE
P22.W71,y,y,y,TRUE
P22.W72,y,y,y,TRUE
P22.W73,y,y,y,TRUE
P22.W74,y,y,y,TRUE
P22.W75,y,y,y,TRUE
P22.W76,y,y,y,TRUE
P22.W77,y,a,y,FALSE
P22.W78,y,y,y,TRUE
P22.W79,y,y,y,TRUE
P22.W80,y,y,y,TRUE
P22.W81,y,y,y,TRUE
P22.W82,y,y,y,TRUE
P22.W83,y,y,y,TRUE
P22.W84,a,a,a,TRUE
P22.W85,y,y,y,TRUE
P22.W86,y,y,y,TRUE
P22.W88,y,y,y,TRUE
P22.W89,y,y,y,TRUE
P22.W90,y,y,y,TRUE
P22.W91,y,y,y,TRUE
P22.W92,y,y,y,TRUE
P22.W93,y,y,y,TRUE
P22.W94,y,y,y,TRUE
P22.W95,y,y,y,TRUE
P22.W96,y,y,y,TRUE
P23.W01,y,y,y,TRUE
P23.W02,y,a,y,FALSE
P23.W03,a,a,a,TRUE
P23.W04,a,a,a,TRUE
P23.W05,y,y,y,TRUE
P23.W06,y,y,a,FALSE
P23.W07,y,a,a,FALSE
P23.W08,y,y,y,TRUE
P23.W09,y,y,y,TRUE
P23.W10,y,y,a,FALSE
P23.W11,y,y,a,FALSE
P23.W13,y,y,y,TRUE
P23.W14,y,y,y,TRUE
P23.W15,a,y,y,FALSE
P23.W16,y,a,a,FALSE
P23.W17,a,a,a,TRUE
P23.W18,y,a,a,FALSE
P23.W19,y,y,y,TRUE
P23.W20,y,y,y,TRUE
P23.W21,y,y,y,TRUE
P23.W22,y,y,y,TRUE
P23.W23,y,y,a,FALSE
P23.W24,y,y,y,TRUE
P23.W25,y,a,a,FALSE
P23.W26,y,y,y,TRUE
P23.W27,y,a,a,FALSE
P23.W28,y,y,y,TRUE
P23.W29,y,y,y,TRUE
P23.W30,y,a,a,FALSE
P23.W31,y,y,y,TRUE
P23.W32,y,y,y,TRUE
P23.W33,y,y,y,TRUE
P23.W34,y,y,y,TRUE
P23.W35,y,y,y,TRUE
P23.W36,y,y,a,FALSE
P23.W37,y,y,a,FALSE
P23.W38,a,a,y,FALSE
P23.W39,y,y,a,FALSE
P23.W40,y,y,y,TRUE
P23.W41,y,y,y,TRUE
P23.W42,y,y,y,TRUE
P23.W43,y,y,a,FALSE
P23.W44,y,a,y,FALSE
P23.W45,y,y,y,TRUE
P23.W46,y,a,a,FALSE
P23.W47,y,y,y,TRUE
P23.W48,y,y,a,FALSE
P23.W49,y,a,a,FALSE
P23.W50,y,y,y,TRUE
P23.W51,y,y,y,TRUE
P23.W52,y,y,a,FALSE
P23.W53,y,y,y,TRUE
P23.W54,y,y,y,TRUE
P23.W55,y,y,y,TRUE
P23.W56,y,a,y,FALSE
P23.W57,y,y,y,TRUE
P23.W58,y,a,a,FALSE
P23.W59,y,y,y,TRUE
P23.W60,y,y,a,FALSE
P23.W61,a,a,a,TRUE
P23.W62,y,a,a,FALSE
P23.W63,y,y,a,FALSE
P23.W64,y,y,y,TRUE
P23.W65,y,y,y,TRUE
P23.W66,y,y,y,TRUE
P23.W67,a,y,y,FALSE
P23.W68,y,y,y,TRUE
P23.W69,y,y,y,TRUE
P23.W70,y,y,y,TRUE
P23.W71,a,a,a,TRUE
P23.W72,y,y,a,FALSE
P23.W73,y,y,y,TRUE
P23.W74,y,y,y,TRUE
P23.W76,y,y,y,TRUE
P23.W77,y,a,y,FALSE
P23.W78,y,y,y,TRUE
P23.W79,y,y,y,TRUE
P23.W80,y,y,a,FALSE
P23.W81,y,y,y,TRUE
P23.W82,y,y,y,TRUE
P23.W83,y,y,y,TRUE
P23.W84,n,a,a,FALSE
P23.W85,a,a,y,FALSE
P23.W87,y,y,a,FALSE
P23.W88,y,y,y,TRUE
P23.W89,y,y,y,TRUE
P23.W90,y,y,y,TRUE
P23.W91,y,y,y,TRUE
P23.W92,y,y,y,TRUE
P23.W93,y,y,y,TRUE
P23.W94,y,y,y,TRUE
P23.W95,y,a,y,FALSE
P23.W96,y,y,y,TRUE
P24.W01,y,y,y,TRUE
P24.W02,y,y,y,TRUE
P24.W03,y,a,y,FALSE
P24.W05,y,y,y,TRUE
P24.W06,y,y,y,TRUE
P24.W07,y,y,y,TRUE
P24.W08,y,y,y,TRUE
P24.W09,y,y,y,TRUE
P24.W10,a,a,y,FALSE
P24.W11,y,y,y,TRUE
P24.W12,a,a,a,TRUE
P24.W13,y,y,y,TRUE
P24.W14,y,y,y,TRUE
P24.W15,y,y,y,TRUE
P24.W16,y,y,y,TRUE
P24.W17,y,y,y,TRUE
P24.W18,y,a,y,FALSE
P24.W19,y,y,y,TRUE
P24.W20,y,y,y,TRUE
P24.W21,y,y,y,TRUE
P24.W22,y,y,y,TRUE
P24.W23,y,y,y,TRUE
P24.W24,y,y,y,TRUE
P24.W25,y,y,y,TRUE
P24.W26,y,y,y,TRUE
P24.W27,y,y,y,TRUE
P24.W28,y,y,y,TRUE
P24.W29,y,y,y,TRUE
P24.W30,y,y,y,TRUE
P24.W31,y,y,y,TRUE
P24.W32,y,y,y,TRUE
P24.W33,y,y,y,TRUE
P24.W34,y,y,y,TRUE
P24.W35,y,y,a,FALSE
P24.W36,y,y,y,TRUE
P24.W37,y,y,y,TRUE
P24.W38,y,y,y,TRUE
P24.W39,y,y,y,TRUE
P24.W40,y,y,y,TRUE
P24.W41,y,y,y,TRUE
P24.W42,y,y,y,TRUE
P24.W43,y,y,y,TRUE
P24.W44,y,y,y,TRUE
P24.W45,y,y,y,TRUE
P24.W46,y,y,y,TRUE
P24.W47,y,y,y,TRUE
P24.W48,y,y,y,TRUE
P24.W49,y,y,y,TRUE
P24.W50,y,y,y,TRUE
P24.W51,y,y,y,TRUE
P24.W52,y,y,y,TRUE
P24.W53,y,y,y,TRUE
P24.W54,y,a,y,FALSE
P24.W55,y,y,y,TRUE
P24.W56,y,y,y,TRUE
P24.W57,y,y,y,TRUE
P24.W58,y,y,y,TRUE
P24.W59,y,y,y,TRUE
P24.W60,y,y,y,TRUE
P24.W61,y,a,y,FALSE
P24.W62,y,y,y,TRUE
P24.W63,y,y,y,TRUE
P24.W64,y,y,y,TRUE
P24.W65,y,y,y,TRUE
P24.W66,y,y,y,TRUE
P24.W67,y,y,y,TRUE
P24.W68,y,y,y,TRUE
P24.W69,y,y,y,TRUE
P24.W70,y,y,y,TRUE
P24.W71,y,y,y,TRUE
P24.W72,y,y,y,TRUE
P24.W73,y,y,y,TRUE
P24.W74,y,y,y,TRUE
P24.W75,a,a,a,TRUE
P24.W76,y,y,y,TRUE
P24.W77,y,y,y,TRUE
P24.W78,y,y,y,TRUE
P24.W79,y,y,y,TRUE
P24.W80,y,y,y,TRUE
P24.W81,y,y,y,TRUE
P24.W82,y,y,y,TRUE
P24.W83,y,y,y,TRUE
P24.W84,a,a,a,TRUE
P24.W85,y,y,y,TRUE
P24.W86,y,y,a,FALSE
P24.W88,y,y,y,TRUE
P24.W89,y,y,y,TRUE
P24.W90,y,y,y,TRUE
P24.W91,y,y,y,TRUE
P24.W92,y,y,y,TRUE
P24.W93,y,y,y,TRUE
P24.W94,y,y,y,TRUE
P24.W95,y,y,y,TRUE
P24.W96,y,a,a,FALSE
P25.W01,y,y,y,TRUE
P25.W02,a,a,a,TRUE
P25.W03,a,a,a,TRUE
P25.W04,a,a,a,TRUE
P25.W05,y,a,y,FALSE
P25.W06,a,a,a,TRUE
P25.W07,y,a,y,FALSE
P25.W08,y,y,a,FALSE
P25.W09,a,a,a,TRUE
P25.W10,a,a,a,TRUE
P25.W11,y,y,y,TRUE
P25.W12,a,a,a,TRUE
P25.W13,y,y,y,TRUE
P25.W14,y,y,y,TRUE
P25.W15,y,y,y,TRUE
P25.W16,y,y,a,FALSE
P25.W17,y,a,a,FALSE
P25.W18,a,a,a,TRUE
P25.W19,y,y,y,TRUE
P25.W20,a,y,a,FALSE
P25.W21,y,a,a,FALSE
P25.W22,a,a,a,TRUE
P25.W23,y,a,a,FALSE
P25.W24,y,y,a,FALSE
P25.W25,a,y,a,FALSE
P25.W26,a,a,a,TRUE
P25.W27,y,y,y,TRUE
P25.W28,a,y,a,FALSE
P25.W29,y,a,a,FALSE
P25.W30,a,a,a,TRUE
P25.W31,y,a,y,FALSE
P25.W32,y,a,y,FALSE
P25.W33,a,a,a,TRUE
P25.W34,y,a,y,FALSE
P25.W35,y,a,y,FALSE
P25.W36,y,y,a,FALSE
P25.W37,y,a,y,FALSE
P25.W38,a,a,a,TRUE
P25.W39,y,y,a,FALSE
P25.W40,a,a,a,TRUE
P25.W41,a,a,a,TRUE
P25.W42,y,a,y,FALSE
P25.W43,y,y,y,TRUE
P25.W44,y,a,a,FALSE
P25.W45,a,a,a,TRUE
P25.W46,y,a,a,FALSE
P25.W47,a,a,a,TRUE
P25.W48,y,y,a,FALSE
P25.W49,y,a,a,FALSE
P25.W50,y,y,a,FALSE
P25.W51,y,y,y,TRUE
P25.W52,y,y,a,FALSE
P25.W53,a,a,a,TRUE
P25.W54,a,a,a,TRUE
P25.W55,y,y,y,TRUE
P25.W56,y,a,a,FALSE
P25.W57,a,a,a,TRUE
P25.W58,a,a,a,TRUE
P25.W59,a,a,a,TRUE
P25.W60,y,y,y,TRUE
P25.W61,y,y,a,FALSE
P25.W62,y,y,y,TRUE
P25.W63,y,a,y,FALSE
P25.W64,a,y,a,FALSE
P25.W65,y,y,y,TRUE
P25.W66,a,a,y,FALSE
P25.W67,y,a,a,FALSE
P25.W68,a,a,a,TRUE
P25.W69,a,a,a,TRUE
P25.W70,y,y,a,FALSE
P25.W71,y,a,y,FALSE
P25.W72,y,y,y,TRUE
P25.W73,y,y,a,FALSE
P25.W74,y,a,y,FALSE
P25.W75,y,a,y,FALSE
P25.W76,a,a,a,TRUE
P25.W77,a,a,a,TRUE
P25.W78,y,y,a,FALSE
P25.W79,y,y,y,TRUE
P25.W80,a,a,a,TRUE
P25.W81,y,y,a,FALSE
P25.W82,a,a,a,TRUE
P25.W83,y,y,y,TRUE
P25.W84,a,a,a,TRUE
P25.W85,a,y,y,FALSE
P25.W86,y,y,a,FALSE
P25.W87,a,a,a,TRUE
P25.W88,a,a,a,TRUE
P25.W89,a,a,a,TRUE
P25.W90,y,y,y,TRUE
P25.W91,y,a,y,FALSE
P25.W92,a,a,a,TRUE
P25.W93,a,a,a,TRUE
P25.W94,n,n,n,TRUE
P25.W95,y,a,a,FALSE
P25.W96,y,y,y,TRUE
P26.W01,y,y,y,TRUE
P26.W04,y,y,y,TRUE
P26.W05,y,y,y,TRUE
P26.W06,a,y,y,FALSE
P26.W07,y,y,y,TRUE
P26.W08,y,y,y,TRUE
P26.W09,y,y,y,TRUE
P26.W10,y,y,y,TRUE
P26.W11,y,y,y,TRUE
P26.W13,y,y,y,TRUE
P26.W15,y,y,y,TRUE
P26.W16,y,y,y,TRUE
P26.W17,y,y,y,TRUE
P26.W18,y,a,y,FALSE
P26.W19,y,y,y,TRUE
P26.W22,y,y,y,TRUE
P26.W23,y,y,y,TRUE
P26.W24,y,y,y,TRUE
P26.W27,y,y,y,TRUE
P26.W29,y,y,y,TRUE
P26.W30,y,y,y,TRUE
P26.W31,y,y,y,TRUE
P26.W32,y,y,y,TRUE
P26.W33,y,y,y,TRUE
P26.W34,y,y,y,TRUE
P26.W35,y,y,y,TRUE
P26.W40,y,y,y,TRUE
P26.W41,y,y,y,TRUE
P26.W42,y,y,y,TRUE
P26.W43,y,y,y,TRUE
P26.W44,y,y,y,TRUE
P26.W46,y,y,y,TRUE
P26.W47,y,y,y,TRUE
P26.W50,y,y,y,TRUE
P26.W51,y,y,y,TRUE
P26.W53,y,y,y,TRUE
P26.W54,y,y,y,TRUE
P26.W55,y,y,y,TRUE
P26.W57,y,y,y,TRUE
P26.W59,y,y,y,TRUE
P26.W60,y,y,a,FALSE
P26.W62,y,y,y,TRUE
P26.W63,y,y,y,TRUE
P26.W64,y,y,y,TRUE
P26.W65,y,y,a,FALSE
P26.W66,y,y,y,TRUE
P26.W68,y,y,a,FALSE
P26.W70,y,y,y,TRUE
P26.W71,y,y,y,TRUE
P26.W72,y,y,y,TRUE
P26.W73,y,y,y,TRUE
P26.W74,y,y,y,TRUE
P26.W78,y,y,y,TRUE
P26.W79,y,y,y,TRUE
P26.W81,y,y,y,TRUE
P26.W84,n,a,a,FALSE
P26.W85,y,y,y,TRUE
P26.W86,y,y,y,TRUE
P26.W88,y,y,y,TRUE
P26.W90,y,y,y,TRUE
P26.W91,y,y,y,TRUE
P26.W93,y,y,y,TRUE
P26.W94,y,y,y,TRUE
P26.W96,y,y,y,TRUE
P27.W01,y,y,y,TRUE
P27.W03,a,a,a,TRUE
P27.W05,y,y,y,TRUE
P27.W07,y,y,y,TRUE
P27.W08,y,y,y,TRUE
P27.W09,y,y,y,TRUE
P27.W10,y,y,y,TRUE
P27.W11,y,y,y,TRUE
P27.W12,a,a,n,FALSE
P27.W13,y,y,y,TRUE
P27.W14,y,y,y,TRUE
P27.W15,y,y,y,TRUE
P27.W16,y,y,y,TRUE
P27.W17,y,y,y,TRUE
P27.W18,y,y,y,TRUE
P27.W19,y,y,y,TRUE
P27.W20,y,y,y,TRUE
P27.W22,y,y,y,TRUE
P27.W23,y,y,y,TRUE
P27.W24,y,y,y,TRUE
P27.W26,y,y,y,TRUE
P27.W27,y,y,y,TRUE
P27.W28,y,y,y,TRUE
P27.W29,y,y,y,TRUE
P27.W30,y,y,y,TRUE
P27.W31,y,y,y,TRUE
P27.W32,y,y,y,TRUE
P27.W34,y,y,y,TRUE
P27.W35,y,y,y,TRUE
P27.W38,y,y,y,TRUE
P27.W39,y,y,y,TRUE
P27.W40,y,y,y,TRUE
P27.W41,y,y,y,TRUE
P27.W42,y,y,y,TRUE
P27.W43,y,y,y,TRUE
P27.W44,y,y,y,TRUE
P27.W45,y,y,y,TRUE
P27.W46,y,y,y,TRUE
P27.W47,y,y,y,TRUE
P27.W50,y,y,y,TRUE
P27.W51,y,y,y,TRUE
P27.W53,y,y,y,TRUE
P27.W54,y,y,y,TRUE
P27.W55,y,y,y,TRUE
P27.W56,y,y,y,TRUE
P27.W57,y,y,y,TRUE
P27.W59,y,y,y,TRUE
P27.W60,y,y,y,TRUE
P27.W61,y,y,y,TRUE
P27.W62,y,y,y,TRUE
P27.W63,y,y,y,TRUE
P27.W64,y,y,y,TRUE
P27.W65,y,y,y,TRUE
P27.W66,y,y,y,TRUE
P27.W67,y,y,y,TRUE
P27.W68,y,y,y,TRUE
P27.W70,y,y,y,TRUE
P27.W71,y,y,y,TRUE
P27.W72,y,y,y,TRUE
P27.W73,y,y,y,TRUE
P27.W74,y,y,y,TRUE
P27.W75,y,y,y,TRUE
P27.W76,y,y,y,TRUE
P27.W78,y,y,y,TRUE
P27.W79,y,y,y,TRUE
P27.W80,y,y,y,TRUE
P27.W81,y,y,y,TRUE
P27.W82,y,y,y,TRUE
P27.W83,y,y,y,TRUE
P27.W84,a,a,y,FALSE
P27.W85,y,y,y,TRUE
P27.W86,y,y,y,TRUE
P27.W88,y,y,y,TRUE
P27.W90,y,y,y,TRUE
P27.W91,y,y,y,TRUE
P27.W93,y,y,y,TRUE
P27.W95,y,y,y,TRUE
P27.W96,y,y,y,TRUE
P28.W01,y,y,y,TRUE
P28.W02,y,y,y,TRUE
P28.W03,a,a,a,TRUE
P28.W04,a,y,a,FALSE
P28.W05,y,y,a,FALSE
